year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2014,AMC 12,A,1,2014 AMC 12A Problem 1,What is 10 · (cid:0) 1 + 1 + 1 (cid:1)−1 ? 2 5 10 (A) 3 (B) 8 (C) 25 (D) 170 (E) 170 2 3,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2014,AMC 12,A,2,2014 AMC 12A Problem 2,At the theater children get in for half price. The price for 5 adult tickets and 4 child tickets is $24.50. How much would 8 adult tickets and 6 child tickets cost? (A) $35 (B) $38.50 (C) $40 (D) $42 (E) $42.50,,代数,三角恒等式,三角函数;恒等式,用三角恒等式、角度关系或特殊角化简。,
2014,AMC 12,A,3,2014 AMC 12A Problem 3,"Walking down Jane Street, Ralph passed four houses in a row, each painted a different color. He passed the orange house before the red house, and he passed the blue house before the yellow house. The blue house was not next to the yellow house. How many orderings of the colored houses are possible? (A) 2 (B) 3 (C) 4 (D) 5 (E) 6",,组合数学,染色与构造,染色;构造,按颜色/类型分类，使用构造、对称或计数。,
2014,AMC 12,A,4,2014 AMC 12A Problem 4,"Suppose that a cows give b gallons of milk in c days. At this rate, how many gallons of milk will d cows give in e days? (A) bde (B) ac (C) abde (D) bcde (E) abc ac bde c a de",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2014,AMC 12,A,5,2014 AMC 12A Problem 5,"On an algebra quiz, 10% of the students scored 70 points, 35% scored 80 points, 30% scored 90 points, and the rest scored 100 points. What is the difference between the mean and median score of the students’ scores on this quiz? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2014,AMC 12,A,6,2014 AMC 12A Problem 6,The difference between a two-digit number and the number obtained by reversing its digits is 5 times the sum of the digits of either number. What is the sum of the two digit number and its reverse? (A) 44 (B) 55 (C) 77 (D) 99 (E) 110 √ √ √,,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2014,AMC 12,A,7,2014 AMC 12A Problem 7,"The first three terms of a geometric progression are 3, 3 3, and 6 3. What is the fourth term? √ √ √ √ (A) 1 (B) 7 3 (C) 8 3 (D) 9 3 (E) 10 3",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2014,AMC 12,A,8,2014 AMC 12A Problem 8,"A customer who intends to purchase an appliance has three coupons, only one of which may be used: Coupon 1: 10% off the listed price if the listed price is at least $50 Coupon 2: $20 off the listed price if the listed price is at least $100 Coupon 3: 18% off the amount by which the listed price exceeds $100 For which of the following listed prices will coupon 1 offer a greater price reduction than either coupon 2 or coupon 3? (A) $179.95 (B) $199.95 (C) $219.95 (D) $239.95 (E) $259.95",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2014,AMC 12,A,9,2014 AMC 12A Problem 9,Five positive consecutive integers starting with a have average b. What is the average of 5 con- secutive integers that start with b? (A) a + 3 (B) a + 4 (C) a + 5 (D) a + 6 (E) a + 7,,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2014,AMC 12,A,10,2014 AMC 12A Problem 10,Three congruent isosceles triangles are constructed with their bases on the sides of an equilat- eral triangle of side length 1. The sum of the areas of the three isosceles triangles is the same as the area of the equilateral triangle. What is the length of one of the two congruent sides of one of the isosceles triangles? √ √ √ √ 3 3 2 2 3 (A) (B) (C) (D) (E) 4 3 3 2 2,,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
