year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2022,AMC 8,,1,2022 AMC 8 Problem 1,"The Math Team designed a logo shaped like a multiplication symbol, shown below on a grid of 1-inch squares. What is the area of the logo in square inches? [图形] (A) 10 (B) 12 (C) 13 (D) 14 (E) 15",A,几何与测量,面积,面积;正方形;网格,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,2,2022 AMC 8 Problem 2,Consider these two operations: a ◆ b = a^2-b^2 a ★ b = (a - b)^2 What is the value of (5 ◆ 3) ★ 6? (A) -20 (B) 4 (C) 16 (D) 100 (E) 220,D,代数,表达式,表达式;比例,按定义代入并利用代数结构化简表达式。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,3,2022 AMC 8 Problem 3,"When three positive integers a, b, and c are multiplied together, their product is 100. Suppose a < b < c. In how many ways can the numbers be chosen? (A) 0 (B) 1 (C) 2 (D) 3 (E) 4",E,数论,因数与倍数,因数与倍数;AMC 8,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,4,2022 AMC 8 Problem 4,The letter M in the figure below is first reflected over the line q and then reflected over the line p. What is the resulting image? [图形] (A) 图形选项 A (B) 图形选项 B (C) 图形选项 C (D) 图形选项 D (E) 图形选项 E,E,几何与测量,图形变换,图形变换;AMC 8,逐步追踪反射、折叠、旋转后的对应位置。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；A-E 为图形选项；文本保留选项标签，具体图形见原题 PDF 或 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,5,2022 AMC 8 Problem 5,"Anna and Bella are celebrating their birthdays together. Five years ago, when Bella turned 6 years old, she received a newborn kitten as a birthday present. Today the sum of the ages of the two children and the kitten is 30 years. How many years older than Bella is Anna? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",C,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,6,2022 AMC 8 Problem 6,"Three positive integers are equally spaced on a number line. The middle number is 15, and the largest number is 4 times the smallest number. What is the smallest of these three numbers? (A) 4 (B) 5 (C) 6 (D) 7 (E) 8",C,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,7,2022 AMC 8 Problem 7,"When the World Wide Web first became popular in the 1990 s, download speeds reached a maximum of about 56 kilobits per second. Approximately how many minutes would the download of a 4.2 -megabyte song have taken at that speed? (Note that there are 8000 kilobits in a megabyte.) (A) 0.6 (B) 10 (C) 1800 (D) 7200 (E) 36000",B,算术与数感,单位换算,单位换算;速度,先统一单位，再进行数量计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,8,2022 AMC 8 Problem 8,What is the value of (1)/(3)·(2)/(4)·(3)/(5)...(18)/(20)·(19)/(21)·(20)/(22)? (A) (1)/(462) (B) (1)/(231) (C) (1)/(132) (D) (2)/(213) (E) (1)/(22),B,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,9,2022 AMC 8 Problem 9,"A cup of boiling water ( 212°F ) is placed to cool in a room whose temperature remains constant at 68°F. Suppose the difference between the water temperature and the room temperature is halved every 5 minutes. What is the water temperature, in degrees Fahrenheit, after 15 minutes? (A) 77 (B) 86 (C) 92 (D) 98 (E) 104",B,代数,数列,数列;AMC 8,识别相邻项或项号之间的规律，再求指定项或总和。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,10,2022 AMC 8 Problem 10,"One sunny day, Ling decided to take a hike in the mountains. She left her house at 8 am, drove at a constant speed of 45 miles per hour, and arrived at the hiking trail at 10 am. After hiking for 3 hours, Ling drove home at a constant speed of 60 miles per hour. Which of the following graphs best illustrates the distance between Ling’s car and her house over the course of her trip? [图形] (A) 图形选项 A (B) 图形选项 B (C) 图形选项 C (D) 图形选项 D (E) 图形选项 E",E,概率与统计,图表与数据,图表与数据;图表;速度,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；A-E 为图形选项；文本保留选项标签，具体图形见原题 PDF 或 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,11,2022 AMC 8 Problem 11,"Henry the donkey has a very long piece of pasta. He takes a number of bites of pasta, each time eating 3 inches of pasta from the middle of one piece. In the end, he has 10 pieces of pasta whose total length is 17 inches. How long, in inches, was the piece of pasta he started with? (A) 34 (B) 38 (C) 41 (D) 44 (E) 47",D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,12,2022 AMC 8 Problem 12,"The arrows on the two spinners shown below are spun. Let the number N equal 10 times the number on Spinner A, added to the number on Spinner B. What is the probability that N is a perfect square number? [图形] (A) (1)/(16) (B) (1)/(8) (C) (1)/(4) (D) (3)/(8) (E) (1)/(2)",B,概率与统计,概率,概率;正方形,确定等可能样本空间，计数有利结果并求比值。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,13,2022 AMC 8 Problem 13,"How many positive integers can fill the blank in the sentence below? “One positive integer is _____ more than twice another, and the sum of the two numbers is 28.” (A) 6 (B) 7 (C) 8 (D) 9 (E) 10",D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,14,2022 AMC 8 Problem 14,In how many ways can the letters in BEEKEEPER be rearranged so that two or more E s do not appear together? (A) 1 (B) 4 (C) 12 (D) 24 (E) 120,D,组合数学,排列组合,排列组合;排列,按位置或对象分组，处理相邻、捆绑等排列限制。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,15,2022 AMC 8 Problem 15,"Laszlo went online to shop for black pepper and found thirty different black pepper options varying in weight and price, shown in the scatter plot below. In ounces, what is the weight of the pepper that offers the lowest price per ounce? [图形] (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",C,概率与统计,图表与数据,图表与数据;AMC 8,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,16,2022 AMC 8 Problem 16,"Four numbers are written in a row. The average of the first two is 21, the average of the middle two is 26, and the average of the last two is 30. What is the average of the first and last of the numbers? (A) 24 (B) 25 (C) 26 (D) 27 (E) 28",B,概率与统计,平均数,平均数;AMC 8,利用总和等于平均数乘数据个数建立关系。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,17,2022 AMC 8 Problem 17,"If n is an even positive integer, the double factorial notation n!! represents the product of all the even integers from 2 to n. For example, 8!! = 2 · 4 · 6 · 8. What is the units digit of the following sum? 2!! + 4!! + 6!! +... + 2018!! + 2020!! + 2022!! (A) 0 (B) 2 (C) 4 (D) 6 (E) 8",B,数论,数字问题,数字问题;数字;因数,按位值、数字和或末位条件分析整数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,18,2022 AMC 8 Problem 18,"The midpoints of the four sides of a rectangle are (-3,0), (2,0), (5,4), and (0,4). What is the area of the rectangle? (A) 20 (B) 25 (C) 40 (D) 50 (E) 80",C,几何与测量,坐标,坐标;矩形;面积,把图形条件转成坐标差、斜率、距离或面积。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,19,2022 AMC 8 Problem 19,"Mr. Ramos gave a test to his class of 20 students. The dot plot below shows the distribution of test scores. [图形] Later Mr. Ramos discovered that there was a scoring error on one of the questions. He regraded the tests, awarding some of the students 5 extra points, which increased the median test score to 85. What is the minimum number of students who received extra points? (Note that the median test score equals the average of the 2 scores in the middle if the 20 test scores are arranged in increasing order.) (A) 2 (B) 3 (C) 4 (D) 5 (E) 6",C,概率与统计,图表与数据,图表与数据;平均数;中位数;排列,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,20,2022 AMC 8 Problem 20,The grid below is to be filled with integers in such a way that the sum of the numbers in each row and the sum of the numbers in each column are the same. Four numbers are missing. The number x in the lower left corner is larger than the other three missing numbers. What is the smallest possible value of x? [图形] (A) -1 (B) 5 (C) 6 (D) 8 (E) 9,D,代数,方程,方程;网格,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,21,2022 AMC 8 Problem 21,"Steph scored 15 baskets out of 20 attempts in the first half of a game, and 10 baskets out of 10 attempts in the second half. Candace took 12 attempts in the first half and 18 attempts in the second. In each half, Steph scored a higher percentage of baskets than Candace. Surprisingly they ended with the same overall percentage of baskets scored. How many more baskets did Candace score in the second half than in the first? [图形] (A) 7 (B) 8 (C) 9 (D) 10 (E) 11",C,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,22,2022 AMC 8 Problem 22,"A bus takes 2 minutes to drive from one stop to the next, and waits 1 minute at each stop to let passengers board. Zia takes 5 minutes to walk from one bus stop to the next. As Zia reaches a bus stop, if the bus is at the previous stop or has already left the previous stop, then she will wait for the bus. Otherwise she will start walking toward the next stop. Suppose the bus and Zia start at the same time toward the library, with the bus 3 stops behind. After how many minutes will Zia board the bus? (A) 17 (B) 19 (C) 20 (D) 21 (E) 23",A,算术与数感,应用题,应用题;AMC 8,提取数量、速度、时间或费用关系并分步计算。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,23,2022 AMC 8 Problem 23,A triangle or circle is placed in each of the nine squares in a 3 -by- 3 grid. Shown below is a sample configuration with three triangle s in a line. [图形] How many configurations will have three triangle s in a line and three circle s in a line? (A) 39 (B) 42 (C) 78 (D) 84 (E) 96,D,组合数学,计数,计数;三角形;圆;正方形,建立不重不漏的分类或递推计数。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2022,AMC 8,,24,2022 AMC 8 Problem 24,"The figure below shows a polygon ABCDEFGH, consisting of rectangles and right triangles. When cut out and folded on the dotted lines, the polygon forms a triangular prism. Suppose that AH = EF = 8 and GH = 14. What is the volume of the prism? [图形] (A) 112 (B) 128 (C) 192 (D) 240 (E) 288",C,几何与测量,体积,体积;三角形;矩形,确定底面积和高，或比较相似立体的体积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
