year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2019,AMC 12,A,1,2019 AMC 12A Problem 1,The area of a pizza with radius 4 inches is N percent larger than the area of a pizza with radius 3 inches. What is the integer closest to N ? (A) 25 (B) 33 (C) 44 (D) 66 (E) 78,,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
2019,AMC 12,A,2,2019 AMC 12A Problem 2,Suppose a is 150% of b. What percent of a is 3b? (A) 50 (B) 66 2 (C) 150 (D) 200 (E) 450 3,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2019,AMC 12,A,3,2019 AMC 12A Problem 3,"A box contains 28 red balls, 20 green balls, 19 yellow balls, 13 blue balls, 11 white balls, and 9 black balls. What is the minimum number of balls that must be drawn from the box without replacement to guarantee that at least 15 balls of a single color will be drawn? (A) 75 (B) 76 (C) 79 (D) 84 (E) 91",,组合数学,染色与构造,染色;构造,按颜色/类型分类，使用构造、对称或计数。,
2019,AMC 12,A,4,2019 AMC 12A Problem 4,What is the greatest number of consecutive integers whose sum is 45? (A) 9 (B) 25 (C) 45 (D) 90 (E) 120 1,,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
2019,AMC 12,A,5,2019 AMC 12A Problem 5,"Two lines with slopes and 2 intersect at (2, 2). What is the area of the triangle enclosed by 2 these two lines and the line x + y = 10? √ √ (A) 4 (B) 4 2 (C) 6 (D) 8 (E) 6 2",,几何,坐标几何,坐标;几何,建立坐标或使用距离、斜率、面积公式求解。,
2019,AMC 12,A,6,2019 AMC 12A Problem 6,"The figure below shows line ℓ with a regular, infinite, recurring pattern of squares and line seg- ments. How many of the following four kinds of rigid motion transformations of the plane in which this figure is drawn, other than the identity transformation, will transform this figure into itself? - some rotation around a point of line ℓ - some translation in the direction parallel to line ℓ - the reflection across line ℓ - some reflection across a line perpendicular to line ℓ (A) 0 (B) 1 (C) 2 (D) 3 (E) 4",,几何,几何变换,变换;对称,用旋转、反射、对称或展开方法简化路径和角度。,题面包含图形
2019,AMC 12,A,7,2019 AMC 12A Problem 7,"Melanie computes the mean µ, the median M , and the modes of the 365 values that are the dates in the months of 2019. Thus her data consist of 12 1s, 12 2s, . . . , 12 28s, 11 29s, 11 30s, and 7 31s. Let d be the median of the modes. Which of the following statements is true? (A) µ < d < M (B) M < d < µ (C) d = M = µ (D) d < M < µ (E) d < µ < M",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2019,AMC 12,A,8,2019 AMC 12A Problem 8,"For a set of four distinct lines in a plane, there are exactly N distinct points that lie on two or more of the lines. What is the sum of all possible values of N ? (A) 14 (B) 16 (C) 18 (D) 19 (E) 21",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2019,AMC 12,A,9,2019 AMC 12A Problem 9,"A sequence of numbers is defined recursively by a = 1, a = 3 , and 1 2 7 a · a n−2 n−1 a = n 2a − a n−2 n−1 for all n ≥ 3 Then a can be written as p , where p and q are relatively prime positive inegers. 2019 q What is p + q? (A) 2020 (B) 4039 (C) 6057 (D) 6061 (E) 8078",,数论,质因数与整除,质因数;整除,分解质因数并检查整除条件。,
2019,AMC 12,A,10,2019 AMC 12A Problem 10,"The figure below shows 13 circles of radius 1 within a larger circle. All the intersections occur at points of tangency. What is the area of the region, shaded in the figure, inside the larger circle but outside all the circles of radius 1? √ √ √ √ (A) 4π 3 (B) 7π (C) π(3 3 + 2) (D) 10π( 3 − 1) (E) π( 3 + 6)",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,题面包含图形
