year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2017,AMC 8,,1,2017 AMC 8 Problem 1,Which of the following values is the largest? (A) 2+0+1+7 (B) 2 × 0 +1+7 (C) 2+0 × 1 + 7 (D) 2+0+1 × 7 (E) 2 × 0 × 1 × 7,A,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,2,2017 AMC 8 Problem 2,"Alicia, Brenda, and Colby were the candidates in a recent election for student president. The pie chart below shows how the votes were distributed among the three candidates. If Brenda received 36 votes, then how many votes were cast all together? [图形] (A) 70 (B) 84 (C) 100 (D) 106 (E) 120",E,概率与统计,图表与数据,图表与数据;AMC 8,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,3,2017 AMC 8 Problem 3,What is the value of the expression 16 8sqrt(4)? (A) 4 (B) 4sqrt(2) (C) 8 (D) 8sqrt(2) (E) 16,C,算术与数感,四则运算,四则运算;AMC 8,按运算顺序化简数值表达式，并用选项回代核对。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,4,2017 AMC 8 Problem 4,"When 0.000315 is multiplied by 7,928,564 the product is closest to which of the following? (A) 210 (B) 240 (C) 2100 (D) 2400 (E) 24000",D,算术与数感,估算与取整,估算与取整;AMC 8,先控制数量级，再按题意选择最接近值或取整。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,5,2017 AMC 8 Problem 5,What is the value of the expression (1 · 2 · 3 · 4 · 5 · 6 · 7 · 8)/(1+2+3+4+5+6+7+8)? (A) 1020 (B) 1120 (C) 1220 (D) 2240 (E) 3360,B,算术与数感,四则运算,四则运算;AMC 8,按运算顺序化简数值表达式，并用选项回代核对。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,6,2017 AMC 8 Problem 6,"If the degree measures of the angles of a triangle are in the ratio 3:3:4, what is the degree measure of the largest angle of the triangle? (A) 18 (B) 36 (C) 60 (D) 72 (E) 90",D,几何与测量,角度,角度;三角形;比例,利用角和、平行线或圆中角关系建立角度等式。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,7,2017 AMC 8 Problem 7,"Let Z be a 6-digit positive integer, such as 247247, whose first three digits are the same as its last three digits taken in the same order. Which of the following numbers must also be a factor of Z? (A) 11 (B) 19 (C) 101 (D) 111 (E) 1111",A,数论,因数与倍数,因数与倍数;数字;因数,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,8,2017 AMC 8 Problem 8,"Malcolm wants to visit Isabella after school today and knows the street where she lives but doesn't know her house number. She tells him, ""My house number has two digits, and exactly three of the following four statements about it are true."" (1) It is prime. (2) It is even (3) It is divisible by 7. (4) One of its digits is 9. This information allows Malcolm to determine Isabella's house number. What is its units digit? (A) 4 (B) 6 (C) 7 (D) 8 (E) 9",D,组合数学,分类讨论,分类讨论;数字;质数,按互斥情形拆分条件，分别求解后合并。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,9,2017 AMC 8 Problem 9,"All of Marcy's marbles are blue, red, green, or yellow. One third of her marbles are blue, one fourth of them are red, and six of them are green. What is the smallest number of yellow marbles? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",D,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,10,2017 AMC 8 Problem 10,"A box contains five cards, numbered 1, 2, 3, 4, and 5. Three cards are selected randomly without replacement from the box. What is the probability that 4 is the largest value selected? (A) (1)/(10) (B) (1)/(5) (C) (3)/(10) (D) (2)/(5) (E) (1)/(2)",C,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,11,2017 AMC 8 Problem 11,"A square-shaped floor is covered with congruent square tiles. If the total number of tiles that lie on the two diagonals is 37, how many tiles cover the floor? (A) 148 (B) 324 (C) 361 (D) 1296 (E) 1369",C,代数,方程,方程;正方形,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
