year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2023,AMC 8,,1,2023 AMC 8 Problem 1,What is the value of (8 × 4 + 2) - (8 + 4 × 2)? (A) 0 (B) 6 (C) 10 (D) 18 (E) 24,D,算术与数感,四则运算,四则运算;AMC 8,按运算顺序化简数值表达式，并用选项回代核对。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,2,2023 AMC 8 Problem 2,"A square piece of paper is folded twice into four equal quarters, as shown below, then cut along the dashed line. When unfolded, the paper will match which of the following figures? [图形] (A) 图形选项 A (B) 图形选项 B (C) 图形选项 C (D) 图形选项 D (E) 图形选项 E",E,几何与测量,图形变换,图形变换;正方形,逐步追踪反射、折叠、旋转后的对应位置。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；A-E 为图形选项；文本保留选项标签，具体图形见原题 PDF 或 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,3,2023 AMC 8 Problem 3,"Wind chill is a measure of how cold people feel when exposed to wind outside. A good estimate for wind chill can be found using this calculation (wind chill) = (air temperature) - 0.7 × (wind speed), where temperature is measured in degrees Fahrenheit (°F) and the wind speed is measured in miles per hour (mph). Suppose the air temperature is 36°F and the wind speed is 18 mph. Which of the following is closest to the approximate wind chill? (A) 18 (B) 23 (C) 28 (D) 32 (E) 35",B,算术与数感,应用题,应用题;速度,提取数量、速度、时间或费用关系并分步计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,4,2023 AMC 8 Problem 4,"The numbers from 1 to 49 are arranged in a spiral pattern on a square grid, beginning at the center. The first few numbers have been entered into the grid below. Consider the four numbers that will appear in the shaded squares, on the same diagonal as the number 7. How many of these four numbers are prime? [图形] (A) 0 (B) 1 (C) 2 (D) 3 (E) 4",D,数论,质数,质数;正方形;网格;排列,用质数定义和质因数分解排除合数情形。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,5,2023 AMC 8 Problem 5,"A lake contains 250 trout, along with a variety of other fish. When a marine biologist catches and releases a sample of 180 fish from the lake, 30 are identified as trout. Assume that the ratio of trout to the total number of fish is the same in both the sample and the lake. How many fish are there in the lake? (A) 1250 (B) 1500 (C) 1750 (D) 1800 (E) 2000",B,算术与数感,比例,比例;AMC 8,设共同份数或比例参数，将各数量写成同一参数的倍数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,6,2023 AMC 8 Problem 6,"The digits 2, 0, 2, and 3 are placed in the expression □^□ × □^□, one digit per box. What is the maximum possible value of the expression? [图形] (A) 0 (B) 8 (C) 9 (D) 16 (E) 18",C,代数,表达式,表达式;数字,按定义代入并利用代数结构化简表达式。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,7,2023 AMC 8 Problem 7,"A rectangle, with sides parallel to the x -axis and y -axis, has opposite vertices located at (15, 3) and (16, 5). A line is drawn through points A(0, 0) and B(3, 1). Another line is drawn through points C(0, 10) and D(2, 9). How many points on the rectangle lie on at least one of the two lines? [图形] (A) 0 (B) 1 (C) 2 (D) 3 (E) 4",B,几何与测量,坐标,坐标;矩形,把图形条件转成坐标差、斜率、距离或面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,8,2023 AMC 8 Problem 8,"Lola, Lolo, Tiya, and Tiyo participated in a ping pong tournament. Each player competed against each of the other three players exactly twice. Shown below are the win-loss records for the players. The numbers 1 and 0 represent a win or loss, respectively. For example, Lola won five matches and lost the fourth match. What was Tiyo’s win-loss record? c | c Player Result Lola 111011 Lolo 101010 Tiya 010100 Tiyo?????? (A) 000101 (B) 001001 (C) 010000 (D) 010101 (E) 011000",A,概率与统计,图表与数据,图表与数据;AMC 8,准确读取图表或数据结构，再计算所求统计量。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,9,2023 AMC 8 Problem 9,"Malaika is skiing on a mountain. The graph below shows her elevation, in meters, above the base of the mountain as she skis along a trail. In total, how many seconds does she spend at an elevation between 4 and 7 meters? [图形] (A) 6 (B) 8 (C) 10 (D) 12 (E) 14",B,概率与统计,图表与数据,图表与数据;图表,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2023,AMC 8,,10,2023 AMC 8 Problem 10,"Harold made a plum pie to take on a picnic. He was able to eat only (1)/(4) of the pie, and he left the rest for his friends. A moose came by and ate (1)/(3) of what Harold left behind. After that, a porcupine ate (1)/(3) of what the moose left behind. How much of the original pie still remained after the porcupine left? (A) (1)/(12) (B) (1)/(6) (C) (1)/(4) (D) (1)/(3) (E) (5)/(12)",D,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
