year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2015,AMC 8,,1,2015 AMC 8 Problem 1,How many square yards of carpet are required to cover a rectangular floor that is 12 feet long and 9 feet wide? (There are 3 feet in a yard.) (A) 12 (B) 36 (C) 108 (D) 324 (E) 972,A,几何与测量,面积,面积;正方形,分割、补形或作差，将目标区域化为基本图形面积。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,2,2015 AMC 8 Problem 2,"Point O is the center of the regular octagon ABCDEFGH, and X is the midpoint of the side AB. What fraction of the area of the octagon is shaded? [图形] (A) (11)/(32) (B) (3)/(8) (C) (13)/(32) (D) (7)/(16) (E) (15)/(32)",D,几何与测量,面积,面积;AMC 8,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,3,2015 AMC 8 Problem 3,Jack and Jill are going swimming at a pool that is one mile from their house. They leave home simultaneously. Jill rides her bicycle to the pool at a constant speed of 10 miles per hour. Jack walks to the pool at a constant speed of 4 miles per hour. How many minutes before Jack arrives does Jill arrive? (A) 5 (B) 6 (C) 8 (D) 9 (E) 10,D,算术与数感,应用题,应用题;速度,提取数量、速度、时间或费用关系并分步计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,4,2015 AMC 8 Problem 4,The Centerville Middle School chess team consists of two boys and three girls. A photographer wants to take a picture of the team to appear in the local newspaper. She decides to have them sit in a row with a boy at each end and the three girls in the middle. How many such arrangements are possible? (A) 2 (B) 4 (C) 5 (D) 6 (E) 12,E,组合数学,排列组合,排列组合;图表;排列,按位置或对象分组，处理相邻、捆绑等排列限制。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,5,2015 AMC 8 Problem 5,"Billy's basketball team scored the following points over the course of the first 11 games of the season: 42, 47, 53, 53, 58, 58, 58, 61, 64, 65, 73 If his team scores 40 in the 12th game, which of the following statistics will show an increase? (A) range (B) median (C) mean (D) mode (E) mid-range",A,概率与统计,图表与数据,图表与数据;AMC 8,准确读取图表或数据结构，再计算所求统计量。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,6,2015 AMC 8 Problem 6,"In triangle ABC, AB=BC=29, and AC=42. What is the area of triangle ABC? (A) 100 (B) 420 (C) 500 (D) 609 (E) 701",B,几何与测量,三角形,三角形;面积,利用三角形的边、角、相似或面积关系求解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,7,2015 AMC 8 Problem 7,"Each of two boxes contains three chips numbered 1, 2, 3. A chip is drawn randomly from each box and the numbers on the two chips are multiplied. What is the probability that their product is even? (A) (1)/(9) (B) (2)/(9) (C) (4)/(9) (D) (1)/(2) (E) (5)/(9)",E,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,8,2015 AMC 8 Problem 8,What is the smallest whole number larger than the perimeter of any triangle with a side of length 5 and a side of length 19 ？ (A) 24 (B) 29 (C) 43 (D) 48 (E) 57,D,几何与测量,周长与长度,周长与长度;三角形,利用边长关系、三角不等式或周长守恒求长度。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,9,2015 AMC 8 Problem 9,"On her first day of work, Janabel sold one widget. On day two, she sold three widgets. On day three, she sold five widgets, and on each succeeding day, she sold two more widgets than she had sold on the previous day. How many widgets in total had Janabel sold after working 20 days? (A) 39 (B) 40 (C) 210 (D) 400 (E) 401",D,代数,数列,数列;AMC 8,识别相邻项或项号之间的规律，再求指定项或总和。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,10,2015 AMC 8 Problem 10,How many integers between 1000 and 9999 have four distinct digits? (A) 3024 (B) 4536 (C) 5040 (D) 6480 (E) 6561,B,组合数学,计数,计数;数字,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,11,2015 AMC 8 Problem 11,"In the small country of Mathland, all automobile license plates have four symbols. The first symbol must be a vowel ( A, E, I, O, or U ), the second and third symbols must be two different letters among the 21 non-vowels in the alphabet, and the fourth symbol must be a digit ( 0 through 9 ). If the symbols are chosen at random subject to these conditions, what is the probability (In fractions) that the plate will read "" AMC8 ""? (A) (1)/(22,050) (B) (1)/(21,000) (C) (1)/(10,500) (D) (1)/(2,100) (E) (1)/(1,050)",B,概率与统计,概率,概率;数字,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,12,2015 AMC 8 Problem 12,"How many pairs of parallel edges, such as AB, and GH, or EH, and FG, does a cube have? Repeating parallel edges do not count toward the final answer. [图形] (A) 6 (B) 12 (C) 18 (D) 24 (E) 36",C,几何与测量,空间几何,空间几何;立方体,根据立体的面、棱、截面或展开图分析空间关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,13,2015 AMC 8 Problem 13,"How many subsets of two elements can be removed from the set 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11 so that the mean (average) of the remaining numbers is 6? (A) 1 (B) 2 (C) 3 (D) 5 (E) 6",D,概率与统计,平均数,平均数;AMC 8,利用总和等于平均数乘数据个数建立关系。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,14,2015 AMC 8 Problem 14,Which of the following integers cannot be written as the sum of four consecutive odd integers? (A) 16 (B) 40 (C) 72 (D) 100 (E) 200,D,数论,整除,整除;AMC 8,把条件写成整除关系并利用倍数结构筛选。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,15,2015 AMC 8 Problem 15,"At Euler Middle School, 198 students voted on two issues in a school referendum with the following results: 149 voted in favor of the first issue and 119 voted in favor of the second issue. If there were exactly 29 students who voted against both issues, how many students voted in favor of both issues? (A) 49 (B) 70 (C) 79 (D) 99 (E) 149",D,组合数学,容斥,容斥;AMC 8,用总数减重复或用集合交并关系计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2015,AMC 8,,16,2015 AMC 8 Problem 16,"In a middle-school mentoring program, a number of the sixth graders are paired with a ninth-grade student as a buddy. No ninth grader is assigned more than one sixth-grade buddy. If (1)/(3) of all the ninth graders are paired with (2)/(5) of all the sixth graders, what fraction of the total number of sixth and ninth graders have a buddy? (A) (2)/(15) (B) (4)/(11) (C) (11)/(30) (D) (3)/(8) (E) (11)/(15)",B,算术与数感,比例,比例;AMC 8,设共同份数或比例参数，将各数量写成同一参数的倍数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
