year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2018,AMC 12,A,1,2018 AMC 12A Problem 1,"A large urn contains 100 balls, of which 36% are red and the rest are blue. How many of the blue balls must be removed so that the percentage of red balls in the urn will be 72%? (No red balls are to be removed.) (A) 28 (B) 32 (C) 36 (D) 50 (E) 64",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2018,AMC 12,A,2,2018 AMC 12A Problem 2,"While exploring a cave, Carl comes across a collection of 5-pound rocks worth $14 each, 4- pound rocks worth $11 each, and 1-pound rocks worth $2 each. There are at least 20 of each size. He can carry at most 18 pounds. What is the maximum value, in dollars, of the rocks he can carry out of the cave? (A) 48 (B) 49 (C) 50 (D) 51 (E) 52",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2018,AMC 12,A,3,2018 AMC 12A Problem 3,"How many ways can a student schedule 3 mathematics courses – algebra, geometry, and number theory – in a 6-period day if no two mathematics courses can be taken in consecutive periods? (What courses the student takes during the other 3 periods is of no concern here.) (A) 3 (B) 6 (C) 12 (D) 18 (E) 24",,组合数学,排列组合,排列组合;计数,用分组、排列组合或容斥完成计数。,
2018,AMC 12,A,4,2018 AMC 12A Problem 4,"Alice, Bob, and Charlie were on a hike and were wondering how far away the nearest town was. When Alice said, ”We are at least 6 miles away,” Bob replied, ”We are at most 5 miles away.” Charlie then remarked, ”Actually the nearest town is at most 4 miles away.” It turned out that none of the three statements were true. Let d be the distance in miles to the nearest town. Which of the following intervals is the set of all possible values of d? (A) (0, 4) (B) (4, 5) (C) (4, 6) (D) (5, 6) (E) (5, ∞)",,代数,三角恒等式,三角函数;恒等式,用三角恒等式、角度关系或特殊角化简。,
2018,AMC 12,A,5,2018 AMC 12A Problem 5,What is the sum of all possible values of k for which the polynomials x2 − 3x + 2 and x2 − 5x + k have a root in common? (A) 3 (B) 4 (C) 5 (D) 6 (E) 10,,代数,多项式与根,多项式;根,结合韦达定理、整数根或多项式结构求解。,
2018,AMC 12,A,6,2018 AMC 12A Problem 6,"For positive integers m and n such that m + 10 < n + 1, both the mean and the median of the set {m, m + 4, m + 10, n + 1, n + 2, 2n} are equal to n. What is m + n? (A) 20 (B) 21 (C) 22 (D) 23 (E) 24",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2018,AMC 12,A,7,2018 AMC 12A Problem 7,For how many (not necessarily positive) integer values of n is the value of 4000· (cid:0) 2 (cid:1)n an integer? 5 (A) 3 (B) 4 (C) 6 (D) 8 (E) 9,,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
2018,AMC 12,A,8,2018 AMC 12A Problem 8,"All of the triangles in the diagram below are similar to iscoceles triangle ABC, in which AB = AC. Each of the 7 smallest triangles has area 1, and (cid:52)ABC has area 40. What is the area of trapezoid DBCE? A D E B C (A) 16 (B) 18 (C) 20 (D) 22 (E) 24",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,题面包含图形
2018,AMC 12,A,9,2018 AMC 12A Problem 9,"Which of the following describes the largest subset of values of y within the closed interval [0, π] for which sin(x + y) ≤ sin(x) + sin(y) for every x between 0 and π, inclusive? (A) y = 0 (B) 0 ≤ y ≤ π (C) 0 ≤ y ≤ π (D) 0 ≤ 4 2 y ≤ 3π (E) 0 ≤ y ≤ π 4",,代数,三角恒等式,三角函数;恒等式,用三角恒等式、角度关系或特殊角化简。,
2018,AMC 12,A,10,2018 AMC 12A Problem 10,"How many ordered pairs of real numbers (x, y) satisfy the following system of equations? x + 3y = 3 (cid:12) (cid:12) (cid:12)|x| − |y|(cid:12) = 1 (A) 1 (B) 2 (C) 3 (D) 4 (E) 8",,代数,方程与不等式,方程;不等式,将题设转化为方程组或不等式并求解。,
2018,AMC 12,A,11,2018 AMC 12A Problem 11,"A paper triangle with sides of lengths 3, 4, and 5 inches, as shown, is folded so that point A falls on point B. What is the length in inches of the crease? B 5",,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,题面包含图形
2018,AMC 12,A,12,2018 AMC 12A Problem 12,"Let S be a set of 6 integers taken from {1, 2, . . . , 12} with the property that if a and b are el- ements of S with a < b, then b is not a multiple of a. What is the least possible value of an element in S? (A) 2 (B) 3 (C) 4 (D) 5 (E) 7",,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
2018,AMC 12,A,13,2018 AMC 12A Problem 13,"How many nonnegative integers can be written in the form a · 37 + a · 36 + a · 35 + a · 34 + a · 33 + a · 32 + a · 31 + a · 30, 7 6 5 4 3 2 1 0 where a ∈ {−1, 0, 1} for 0 ≤ i ≤ 7? i (A) 512 (B) 729 (C) 1094 (D) 3281 (E) 59, 048",,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
2018,AMC 12,A,14,2018 AMC 12A Problem 14,"The solution to the equation log 4 = log 8, where x is a positive real number other than 1 3x 2x 3 or 1 , can be written as p where p and q are relatively prime positive integers. What is p + q? 2 q (A) 5 (B) 13 (C) 17 (D) 31 (E) 35",,数论,质因数与整除,质因数;整除,分解质因数并检查整除条件。,
2018,AMC 12,A,15,2018 AMC 12A Problem 15,"A scanning code consists of a 7 × 7 grid of squares, with some of its squares colored black and the rest colored white. There must be at least one square of each color in this grid of 49 squares. A scanning code is called symmetric if its look does not change when the entire square is rotated by a multiple of 90◦ counterclockwise around its center, nor when it is re- flected across a line joining opposite corners or a line joining midpoints of opposite sides. What is the total number of possible symmetric scanning codes? (A) 510 (B) 1022 (C) 8190 (D) 8192 (E) 65,534",,组合数学,图形计数,网格;计数,把图形限制转化为状态或结构计数。,题面包含图形
2018,AMC 12,A,16,2018 AMC 12A Problem 16,Which of the following describes the set of values of a for which the curves x2 + y2 = a2 and y = x2 − a in the real xy-plane intersect at exactly 3 points? (A) a = 1 (B) 1 < a < 1 (C) a > 1 (D) a = 1 (E) a > 1 4 4 2 4 2 2,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2018,AMC 12,A,17,2018 AMC 12A Problem 17,"Farmer Pythagoras has a field in the shape of a right triangle. The right triangle’s legs have lengths 3 and 4 units. In the corner where those sides meet at a right angle, he leaves a small unplanted square S so that from the air it looks like the right angle symbol. The rest of the field is planted. The shortest distance from S to the hypotenuse is 2 units. What fraction of the field is planted? 3",,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,
2018,AMC 12,A,18,2018 AMC 12A Problem 18,"Triangle ABC with AB = 50 and AC = 10 has area 120. Let D be the midpoint of AB, and let E be the midpoint of AC. The angle bisector of ∠BAC intersects DE and BC at F and G, respectively. What is the area of quadrilateral F DBG? (A) 60 (B) 65 (C) 70 (D) 75 (E) 80",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
2018,AMC 12,A,19,2018 AMC 12A Problem 19,"Let A be the set of positive integers that have no prime factors other than 2, 3, or 5. The infinite sum 1 1 1 1 1 1 1 1 1 1 1 1 1 1 + + + + + + + + + + + + + + · · · 1 2 3 4 5 6 8 9 10 12 15 16 18 20 of the reciprocals of the elements of A can be expressed as m , where m and n are relatively n prime positive integers. What is m + n? (A) 16 (B) 17 (C) 19 (D) 23 (E) 36",,数论,质因数与整除,质因数;整除,分解质因数并检查整除条件。,
2018,AMC 12,A,20,2018 AMC 12A Problem 20,"Triangle ABC is an isosceles right triangle with AB = AC = 3. Let M be the midpoint of hypotenuse BC. Points I and E lie on sides AC and AB, respectively, so that AI > AE and AIM E is a cyclic quadrilateral. Given that triangle EM I has area 2, the length CI can be √ written as a− b , where a, b, and c are positive integers and b is not divisible by the square of c any prime. What is the value of a + b + c? (A) 9 (B) 10 (C) 11 (D) 12 (E) 13",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
2018,AMC 12,A,21,2018 AMC 12A Problem 21,Which of the following polynomials has the greatest real root? (A) x19 + 2018x11 + 1 (B) x17 + 2018x11 + 1 (C) x19 + 2018x13 + 1 (D) x17 + 2018x13 + 1 (E) 2019x + 2018 √ √ √,,代数,多项式与根,多项式;根,结合韦达定理、整数根或多项式结构求解。,
2018,AMC 12,A,22,2018 AMC 12A Problem 22,"The solutions to the equations z2 = 4 + 4 15i and z2 = 2 + 2 3i, where i = −1, form the vertices of a parallelogram in the complex plane. The area of this parallelogram can be written √ √ in the form p q − r s, where p, q, r, and s are positive integers and neither q nor s is divisible by the square of any prime number. What is p + q + r + s? (A) 20 (B) 21 (C) 22 (D) 23 (E) 24",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
