year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2020,AMC 12,A,1,2020 AMC 12A Problem 1,Carlos took 70% of a whole pie. Maria took one third of the remainder. What portion of the whole pie was left? (A) 10% (B) 15% (C) 20% (D) 30% (E) 35%,,数论,整除与同余,同余;余数,把条件转化为同余或余数分类讨论。,
2020,AMC 12,A,2,2020 AMC 12A Problem 2,"The acronym AMC is shown in the rectangular grid below with grid lines spaced 1 unit apart. In units, what is the sum of the lengths of the line segments that form the acronym AMC? √ √ √ (A) 17 (B) 15 + 2 2 (C) 13 + 4 2 (D) 11 + 6 2 (E) 21",,组合数学,图形计数,网格;计数,把图形限制转化为状态或结构计数。,题面包含图形
2020,AMC 12,A,3,2020 AMC 12A Problem 3,"A driver travels for 2 hours at 60 miles per hour, during which her car gets 30 miles per gallon of gasoline. She is paid $0.50 per mile, and her only expense is gasoline at $2.00 per gallon. What is her net rate of pay, in dollars per hour, after this expense? (A) 20 (B) 22 (C) 24 (D) 25 (E) 26",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2020,AMC 12,A,4,2020 AMC 12A Problem 4,"How many 4-digit positive integers (that is, integers between 1000 and 9999, inclusive) having only even digits are divisible by 5? (A) 80 (B) 100 (C) 125 (D) 200 (E) 500",,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2020,AMC 12,A,5,2020 AMC 12A Problem 5,"The 25 integers from −10 to 14, inclusive, can be arranged to form a 5-by-5 square in which the sum of the numbers in each row, the sum of the numbers in each column, and the sum of the numbers along each of the main diagonals are all the same. What is the value of this common sum? (A) 2 (B) 5 (C) 10 (D) 25 (E) 50",,组合数学,排列组合,排列组合;计数,用分组、排列组合或容斥完成计数。,
2020,AMC 12,A,6,2020 AMC 12A Problem 6,"In the plane figure shown below, 3 of the unit squares have been shaded. What is the least number of additional unit squares that must be shaded so that the resulting figure has two lines of symmetry? (A) 4 (B) 5 (C) 6 (D) 7 (E) 8",,几何,几何变换,变换;对称,用旋转、反射、对称或展开方法简化路径和角度。,题面包含图形
2020,AMC 12,A,7,2020 AMC 12A Problem 7,"Seven cubes, whose volumes are 1, 8, 27, 64, 125, 216, and 343 cubic units, are stacked vertically to form a tower in which the volumes of the cubes decrease from bottom to top. Except for the bottom cube, the bottom face of each cube lies completely on top of the cube below it. What is the total surface area of the tower (including the bottom) in square units? (A) 644 (B) 658 (C) 664 (D) 720 (E) 749",,几何,空间几何,空间几何;体积,用截面、相似、体积或空间距离关系建模。,题面包含图形
2020,AMC 12,A,8,2020 AMC 12A Problem 8,"What is the median of the following list of 4040 numbers? 1, 2, 3, ..., 2020, 12, 22, 32, ..., 20202 (A) 1974.5 (B) 1975.5 (C) 1976.5 (D) 1977.5 (E) 1978.5",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2020,AMC 12,A,9,2020 AMC 12A Problem 9,"How many solutions does the equation tan (2x) = cos ( x ) have on the interval [0, 2π]? 2 (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",,代数,三角恒等式,三角函数;恒等式,用三角恒等式、角度关系或特殊角化简。,
2020,AMC 12,A,10,2020 AMC 12A Problem 10,There is a unique positive integer n such that log (log n) = log (log n). 2 16 4 4 What is the sum of the digits of n? (A) 4 (B) 7 (C) 8 (D) 11 (E) 13,,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
