year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2011,AMC 10,A,1,2011 AMC 10A Problem 1,"A cell phone plan costs $20 each month, plus 5¢ per text message sent, plus 10¢ for each minute used over 30 hours. In January Michelle sent 100 text messages and talked for 30.5 hours. How much did she have to pay? (A)$24.00 (B)$24.50 (C)$25.50 (D)$28.00 (E)$30.00",,代数,三角恒等式,三角函数;恒等式,用三角恒等式、角度关系或特殊角化简。,
2011,AMC 10,A,2,2011 AMC 10A Problem 2,"A small bottle of shampoo can hold 35 milliliters of shampoo, whereas a large bottle can hold 500 milliliters of shampoo. Jasmine wants to buy the minimum number of small bottles neces- sary to completely fill a large bottle. How many bottles must she buy? (A) 11 (B) 12 (C) 13 (D) 14 (E) 15",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2011,AMC 10,A,3,2011 AMC 10A Problem 3,"Suppose [a b] denotes the average of a and b, and {a b c} denotes the average of a, b, and c. What is {{1 1 0} [0 1] 0}? (A) 2 (B) 5 (C) 1 (D) 7 (E) 2 9 18 3 18 3",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2011,AMC 10,A,4,2011 AMC 10A Problem 4,"Let X and Y be the following sums of arithmetic sequences: X = 10 + 12 + 14 + · · · + 100, Y = 12 + 14 + 16 + · · · + 102. What is the value of Y − X? (A) 92 (B) 98 (C) 100 (D) 102 (E) 112",,组合数学,递推与序列计数,递推;序列,建立状态递推或寻找周期规律计数。,
2011,AMC 10,A,5,2011 AMC 10A Problem 5,"At an elementary school, the students in third grade, fourth grade, and fifth grade run an aver- age of 12, 15, and 10 minutes per day, respectively. There are twice as many third graders as fourth graders, and twice as many fourth graders as fifth graders. What is the average number of minutes run per day by these students? (A) 12 (B) 37 (C) 88 (D) 13 (E) 14 3 7",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2011,AMC 10,A,6,2011 AMC 10A Problem 6,"Set A has 20 elements, and set B has 15 elements. What is the smallest possible number of elements in A ∪ B, the union of A and B? (A) 5 (B) 15 (C) 20 (D) 35 (E) 300",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2011,AMC 10,A,7,2011 AMC 10A Problem 7,Which of the following equations does NOT have a solution? √ √ (A) (x + 7)2 = 0 (B) | − 3x| + 5 = 0 (C) −x − 2 = 0 (D) x − 8 = 0 (E) | − 3x| − 4 = 0,,代数,方程与不等式,方程;不等式,将题设转化为方程组或不等式并求解。,
2011,AMC 10,A,8,2011 AMC 10A Problem 8,"Last summer 30% of the birds living on Town Lake were geese, 25% were swans, 10% were herons, and 35% were ducks. What percent of the birds that were not swans were geese? (A) 20 (B) 30 (C) 40 (D) 50 (E) 60",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2011,AMC 10,A,9,2011 AMC 10A Problem 9,"A rectangular region is bounded by the graphs of the equations y = a, y = −b, x = −c, and x = d, where a, b, c, and d are all positive numbers. Which of the following represents the area of this region? (A) ac + ad + bc + bd (B) ac − ad + bc − bd (C) ac + ad − bc − bd (D) − ac − ad + bc + bd (E) ac − ad − bc + bd",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
2011,AMC 10,A,10,2011 AMC 10A Problem 10,"A majority of the 30 students in Ms. Deameanor’s class bought pencils at the school bookstore. Each of these students bought the same number of pencils, and this number was greater than 1. The cost of a pencil in cents was greater than the number of pencils each student bought, and the total cost of all the pencils was $17.71. What was the cost of a pencil in cents? (A) 7 (B) 11 (C) 17 (D) 23 (E) 77",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2011,AMC 10,A,11,2011 AMC 10A Problem 11,Square EF GH has one vertex on each side of square ABCD. Point E is on AB with AE = 7 · EB. What is the ratio of the area of EF GH to the area of ABCD? √ √ (A) 49 (B) 25 (C) 7 (D) 5 2 (E) 14 64 32 8 8 4,,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
2011,AMC 10,A,12,2011 AMC 10A Problem 12,"The players on a basketball team made some three-point shots, some two-point shots, and some one-point free throws. They scored as many points with two-point shots as with three- point shots. Their number of successful free throws was one more than their number of suc- cessful two-point shots. The team’s total score was 61 points. How many free throws did they make? (A) 13 (B) 14 (C) 15 (D) 16 (E) 17",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2011,AMC 10,A,13,2011 AMC 10A Problem 13,"How many even integers are there between 200 and 700 whose digits are all different and come from the set 1,2,5,7,8,9? (A) 12 (B) 20 (C) 72 (D) 120 (E) 200",,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2011,AMC 10,A,14,2011 AMC 10A Problem 14,A pair of standard 6-sided fair dice is rolled once. The sum of the numbers rolled determines the diameter of a circle. What is the probability that the numerical value of the area of the circle is less than the numerical value of the circle’s circumference? (A) 1 (B) 1 (C) 1 (D) 1 (E) 5 36 12 6 4 18,,概率与统计,几何概率,几何概率;面积,将随机位置参数化，用面积或长度比例计算概率。,
2011,AMC 10,A,15,2011 AMC 10A Problem 15,"Roy bought a new battery-gasoline hybrid car. On a trip the car ran exclusively on its battery for the first 40 miles, then ran exclusively on gasoline for the rest of the trip, using gasoline at a rate of 0.02 gallons per mile. On the whole trip he averaged 55 miles per gallon. How long was the trip in miles? (A) 140 (B) 240 (C) 440 (D) 640 (E) 840 (cid:112) √ (cid:112) √",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2011,AMC 10,A,16,2011 AMC 10A Problem 16,Which of the following is equal to 9 − 6 2 + 9 + 6 2? √ √ √ √ (A) 3 2 (B) 2 6 (C) 7 2 (D) 3 3 (E) 6 2,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2011,AMC 10,A,17,2011 AMC 10A Problem 17,"In the eight-term sequence A, B, C, D, E, F, G, H, the value of C is 5 and the sum of any three consecutive terms is 30. What is A + H? (A) 17 (B) 18 (C) 25 (D) 26 (E) 43",,代数,数列与递推,数列;递推,从递推式或数列结构中找显式式、周期或求和规律。,
2011,AMC 10,A,18,2011 AMC 10A Problem 18,"Circles A, B, and C each have radius 1. Circles A and B share one point of tangency. Circle C has a point of tangency with the midpoint of AB. What is the area inside Circle C but outside circle A and circle B ? C A B (A) 3 − π (B) π (C) 2 (D) 3π (E) 1 + π 2 2 4 2",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
2011,AMC 10,A,19,2011 AMC 10A Problem 19,"In 1991 the population of a town was a perfect square. Ten years later, after an increase of 150 people, the population was 9 more than a perfect square. Now, in 2011, with an increase of another 150 people, the population is once again a perfect square. Which of the following is closest to the percent growth of the town’s population during this twenty-year period? (A) 42 (B) 47 (C) 52 (D) 57 (E) 62",,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,
2011,AMC 10,A,20,2011 AMC 10A Problem 20,Two points on the circumference of a circle of radius r are selected independently and at ran- dom. From each point a chord of length r is drawn in a clockwise direction. What is the probability that the two chords intersect? (A) 1 (B) 1 (C) 1 (D) 1 (E) 1 6 5 4 3 2,,概率与统计,几何概率,几何概率;面积,将随机位置参数化，用面积或长度比例计算概率。,
2011,AMC 10,A,21,2011 AMC 10A Problem 21,Two counterfeit coins of equal weight are mixed with 8 identical genuine coins. The weight of each of the counterfeit coins is different from the weight of each of the genuine coins. A pair of coins is selected at random without replacement from the 10 coins. A second pair is selected at random without replacement from the remaining 8 coins. The combined weight of the first pair is equal to the combined weight of the second pair. What is the probability that all 4 selected coins are genuine? (A) 7 (B) 9 (C) 11 (D) 15 (E) 15 11 13 15 19 16,,概率与统计,组合概率,概率;计数,分别计数有利情况与总情况，再化为概率。,
2011,AMC 10,A,22,2011 AMC 10A Problem 22,"Each vertex of convex pentagon ABCDE is to be assigned a color. There are 6 colors to choose from, and the ends of each diagonal must have different colors. How many different colorings are possible? (A) 2520 (B) 2880 (C) 3120 (D) 3250 (E) 3750",,组合数学,染色与构造,染色;构造,按颜色/类型分类，使用构造、对称或计数。,
2011,AMC 10,A,23,2011 AMC 10A Problem 23,"Seven students count from 1 to 1000 as follows: -Alice says all the numbers, except she skips the middle number in each consecutive group of three numbers. That is, Alice says 1, 3, 4, 6, 7, 9, · · · , 997, 999, 1000. -Barbara says all of the numbers that Alice doesn’t say, except she also skips the middle number in each consecutive group of three numbers. -Candice says all of the numbers that neither Alice nor Barbara says, except she also skips the middle number in each consecutive group of three numbers. -Debbie, Eliza, and Fatima say all of the numbers that none of the students with the first names beginning before theirs in the alphabet say, except each also skips the middle number in each of her consecutive groups of three numbers. -Finally, George says the only number that no one else says. What number does George say? (A) 37 (B) 242 (C) 365 (D) 728 (E) 998",,概率与统计,组合概率,概率;计数,分别计数有利情况与总情况，再化为概率。,
2011,AMC 10,A,24,2011 AMC 10A Problem 24,Two distinct regular tetrahedra have all their vertices among the vertices of the same unit cube. What is the volume of the region formed by the intersection of the tetrahedra? √ √ √ (A) 1 (B) 2 (C) 3 (D) 1 (E) 2 12 12 12 6 6,,几何,空间几何,空间几何;体积,用截面、相似、体积或空间距离关系建模。,
2011,AMC 10,A,25,2011 AMC 10A Problem 25,Let R be a square region and n ≥ 4 an integer. A point X in the interior of R is called n-ray partitional if there are n rays emanating from X that divide R into n triangles of equal area. How many points are 100-ray partitional but not 60-ray partitional? (A) 1500 (B) 1560 (C) 2320 (D) 2480 (E) 2500,,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
