year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2010,AMC 10,A,1,2010 AMC 10A Problem 1,"Mary’s top book shelf holds five books with the following widths, in centimeters: 6, 1 , 1, 2.5, and 2 10. What is the average book width, in centimeters? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2010,AMC 10,A,2,2010 AMC 10A Problem 2,Four identical squares and one rectangle are placed together to form one large square as shown. The length of the rectangle is how many times as large as its width? (A) 5 (B) 4 (C) 3 (D) 2 (E) 3 4 3 2,,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,题面包含图形
2010,AMC 10,A,3,2010 AMC 10A Problem 3,Tyrone had 97 marbles and Eric had 11 marbles. Tyrone then gave some of his marbles to Eric so that Tyrone ended with twice as many marbles as Eric. How many marbles did Tyrone give to Eric? (A) 3 (B) 13 (C) 18 (D) 25 (E) 29,,概率与统计,组合概率,概率;计数,分别计数有利情况与总情况，再化为概率。,
2010,AMC 10,A,4,2010 AMC 10A Problem 4,A book that is to be recorded onto compact discs takes 412 minutes to read aloud. Each disc can hold up to 56 minutes of reading. Assume that the smallest possible number of discs is used and that each disc contains the same length of reading. How many minutes of reading will each disc contain? (A) 50.2 (B) 51.5 (C) 52.4 (D) 53.8 (E) 55.2,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2010,AMC 10,A,5,2010 AMC 10A Problem 5,The area of a circle whose circumference is 24π is kπ. What is the value of k? (A) 6 (B) 12 (C) 24 (D) 36 (E) 144,,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
2010,AMC 10,A,6,2010 AMC 10A Problem 6,"For positive numbers x and y the operation ♠(x, y) is defined as 1 ♠(x, y) = x − y What is ♠(2, ♠(2, 2))? (A) 2 (B) 1 (C) 4 (D) 5 (E) 2 3 3 3",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2010,AMC 10,A,7,2010 AMC 10A Problem 7,"Crystal has a running course marked out for her daily run. She starts this run by heading due north for one mile. She then runs northeast for one mile, then southeast for one mile. The last portion of her run takes her on a straight line back to where she started. How far, in miles is this last portion of her run? √ √ √ (A) 1 (B) 2 (C) 3 (D) 2 (E) 2 2",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2010,AMC 10,A,8,2010 AMC 10A Problem 8,Tony works 2 hours a day and is paid $0.50 per hour for each full year of his age. During a six month period Tony worked 50 days and earned $630. How old was Tony at the end of the six month period? (A) 9 (B) 11 (C) 12 (D) 13 (E) 14,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2010,AMC 10,A,9,2010 AMC 10A Problem 9,"A palindrome, such as 83438, is a number that remains the same when its digits are reversed. The numbers x and x + 32 are three-digit and four-digit palindromes, respectively. What is the sum of the digits of x? (A) 20 (B) 21 (C) 22 (D) 23 (E) 24",,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2010,AMC 10,A,10,2010 AMC 10A Problem 10,"Marvin had a birthday on Tuesday, May 27 in the leap year 2008. In what year will his birthday next fall on a Saturday? (A) 2011 (B) 2012 (C) 2013 (D) 2015 (E) 2017",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2010,AMC 10,A,11,2010 AMC 10A Problem 11,The length of the interval of solutions of the inequality a ≤ 2x + 3 ≤ b is 10. What is b − a? (A) 6 (B) 10 (C) 15 (D) 20 (E) 30,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2010,AMC 10,A,12,2010 AMC 10A Problem 12,"Logan is constructing a scaled model of his town. The city’s water tower stands 40 meters high, and the top portion is a sphere that holds 100, 000 liters of water. Logan’s miniature water tower holds 0.1 liters. How tall, in meters, should Logan make his tower? (A) 0.04 (B) 0.4 (C) 0.4 (D) 4 (E) 4 π π",,几何,空间几何,空间几何;体积,用截面、相似、体积或空间距离关系建模。,
2010,AMC 10,A,13,2010 AMC 10A Problem 13,"Angelina drove at an average rate of 80 kph and then stopped 20 minutes for gas. After the stop, she drove at an average rate of 100 kph. Altogether she drove 250 km in a total trip time of 3 hours including the stop. Which equation could be used to solve for the time t in hours that she drove before her stop? (A) 80t + 100(8/3 − t) = 250 (B) 80t = 250 (C) 100t = 250 (D) 90t = 250 (E) 80(8/3 − t) + 100t = 250",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2010,AMC 10,A,14,2010 AMC 10A Problem 14,"Triangle ABC has AB = 2 · AC. Let D and E be on AB and BC, respectively, such that ∠BAE = ∠ACD. Let F be the intersection of segments AE and CD, and suppose that △CF E is equilateral. What is ∠ACB? (A) 60◦ (B) 75◦ (C) 90◦ (D) 105◦ (E) 120◦",,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,
2010,AMC 10,A,15,2010 AMC 10A Problem 15,"In a magical swamp there are two species of talking amphibians: toads, whose statements are always true, and frogs, whose statements are always false. Four amphibians, Brian, Chris, LeRoy, and Mike live together in the swamp, and they make the following statements: Brian: ”Mike and I are different species.” Chris: ”LeRoy is a frog.” LeRoy: ”Chris is a frog.” Mike: ”Of the four of us, at least two are toads.” How many of these amphibians are frogs? (A) 0 (B) 1 (C) 2 (D) 3 (E) 4",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2010,AMC 10,A,16,2010 AMC 10A Problem 16,"Nondegenerate △ABC has integer side lengths, BD is an angle bisector, AD = 3, and DC = 8. What is the smallest possible value of the perimeter? (A) 30 (B) 33 (C) 35 (D) 36 (E) 37",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
2010,AMC 10,A,17,2010 AMC 10A Problem 17,"A solid cube has side length 3 inches. A 2-inch by 2-inch square hole is cut into the center of each face. The edges of each cut are parallel to the edges of the cube, and each hole goes all the way through the cube. What is the volume, in cubic inches, of the remaining solid? (A) 7 (B) 8 (C) 10 (D) 12 (E) 15",,几何,空间几何,空间几何;体积,用截面、相似、体积或空间距离关系建模。,
2010,AMC 10,A,18,2010 AMC 10A Problem 18,"Bernardo randomly picks 3 distinct numbers from the set {1, 2, 3, 4, 5, 6, 7, 8, 9} and arranges them in descending order to form a 3-digit number. Silvia randomly picks 3 distinct numbers from the set {1, 2, 3, 4, 5, 6, 7, 8} and also arranges them in descending order to form a 3-digit number. What is the probability that Bernardo’s number is larger than Silvia’s number? (A) 47 (B) 37 (C) 2 (D) 49 (E) 39 72 56 3 72 56",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2010,AMC 10,A,19,2010 AMC 10A Problem 19,Equiangular hexagon ABCDEF has side lengths AB = CD = EF = 1 and BC = DE = F A = r. The area of △ACE is 70% of the area of the hexagon. What is the sum of all possible values of r? √ (A) 4 3 (B) 10 (C) 4 (D) 17 (E) 6 3 3 4,,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
2010,AMC 10,A,20,2010 AMC 10A Problem 20,"A fly trapped inside a cubical box with side length 1 meter decides to relieve its boredom by visiting each corner of the box. It will begin and end in the same corner and visit each of the other corners exactly once. To get from a corner to any other corner, it will either fly or crawl in a straight line. What is the maximum possible length, in meters, of its path? √ √ √ √ √ √ √ (A) 4 + 4 2 (B) 2 + 4 2 + 2 3 (C) 2 + 3 2 + 3 3 (D) 4 2 + 4 3 √ √ (E) 3 2 + 5 3",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
