year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2006,AMC 10,A,1,2006 AMC 10A Problem 1,Sandwiches at Joe’s Fast Food cost $3 each and sodas cost $2 each. How many dollars will it cost to purchase 5 sandwiches and 8 sodas? (A) 31 (B) 32 (C) 33 (D) 34 (E) 35,,代数,三角恒等式,三角函数;恒等式,用三角恒等式、角度关系或特殊角化简。,
2006,AMC 10,A,2,2006 AMC 10A Problem 2,Define x ⊗ y = x3 − y. What is h ⊗ (h ⊗ h)? (A) − h (B) 0 (C) h (D) 2h (E) h3,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2006,AMC 10,A,3,2006 AMC 10A Problem 3,The ratio of Mary’s age to Alice’s age is 3 : 5. Alice is 30 years old. How old is Mary? (A) 15 (B) 18 (C) 20 (D) 24 (E) 50,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2006,AMC 10,A,4,2006 AMC 10A Problem 4,A digital watch displays hours and minutes with cAM and cP M . What is the largest possible sum of the digits in the display? (A) 17 (B) 19 (C) 21 (D) 22 (E) 23,,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2006,AMC 10,A,5,2006 AMC 10A Problem 5,"Doug and Dave shared a pizza with 8 equally-sized slices. Doug wanted a plain pizza, but Dave wanted anchovies on half the pizza. The cost of a plain pizza was $8, and there was an additional cost of $2 for putting anchovies on one half. Dave ate all the slices of anchovy pizza and one plain slice. Doug ate the remainder. Each paid for what he had eaten. How many more dollars did Dave pay than Doug? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",,数论,整除与同余,同余;余数,把条件转化为同余或余数分类讨论。,
2006,AMC 10,A,6,2006 AMC 10A Problem 6,What non-zero real value for x satisfies (7x)14 = (14x)7? (A) 1 (B) 2 (C) 1 (D) 7 (E) 14 7 7,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2006,AMC 10,A,7,2006 AMC 10A Problem 7,"The 8 × 18 rectangle ABCD is cut into two congruent hexagons, as shown, in such a way that the two hexagons can be repositioned without overlap to form a square. What is y? D C y A B (A) 6 (B) 7 (C) 8 (D) 9 (E) 10",,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,题面包含图形
2006,AMC 10,A,8,2006 AMC 10A Problem 8,"A parabola with equation y = x2 + bx + c passes through the points (2, 3) and (4, 3). What is c? (A) 2 (B) 5 (C) 7 (D) 10 (E) 11",,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,
2006,AMC 10,A,9,2006 AMC 10A Problem 9,How many sets of two or more consecutive positive integers have a sum of 15? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5 (cid:112) √,,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
2006,AMC 10,A,10,2006 AMC 10A Problem 10,For how many real values of x is 120 − x an integer? (A) 3 (B) 6 (C) 9 (D) 10 (E) 11,,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
2006,AMC 10,A,11,2006 AMC 10A Problem 11,Which of the following describes the graph of the equation (x + y)2 = x2 + y2? (A) the empty set (B) one point (C) two lines (D) a circle (E) the entire plane,,几何,坐标几何,坐标;几何,建立坐标或使用距离、斜率、面积公式求解。,
2006,AMC 10,A,12,2006 AMC 10A Problem 12,"Rolly wishes to secure his dog with an 8-foot rope to a square shed that is 16 feet on each side. His preliminary drawings are shown. Which of these arrangements gives the dog the greater area to roam, and by how many square feet? 8",,组合数学,排列组合,排列组合;计数,用分组、排列组合或容斥完成计数。,题面包含图形
2006,AMC 10,A,13,2006 AMC 10A Problem 13,"A player pays $5 to play a game. A die is rolled. If the number on the die is odd, the game is lost. If the number on the die is even, the die is rolled again. In this case the player wins if the second number matches the first and loses otherwise. How much should the player win if the game is fair? (In a fair game the probability of winning times the amount won is what the player should pay.) (A) $12 (B) $30 (C) $50 (D) $60 (E) $100",,概率与统计,组合概率,概率;计数,分别计数有利情况与总情况，再化为概率。,
2006,AMC 10,A,14,2006 AMC 10A Problem 14,"A number of linked rings, each 1 cm thick, are hanging on a peg. The top ring has an outside diameter of 20 cm. The outside diameter of each of the outer rings is 1 cm less than that of the ring above it. The bottom ring has an outside diameter of 3 cm. What is the distance, in cm, from the top of the top ring to the bottom of the bottom ring? 18 20 (A) 171 (B) 173 (C) 182 (D) 188 (E) 210",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
2006,AMC 10,A,15,2006 AMC 10A Problem 15,"Odell and Kershaw run for 30 minutes on a circular track. Odell runs clockwise at 250 m/min and uses the inner lane with a radius of 50 meters. Kershaw runs counterclockwise at 300 m/min and uses the outer lane with a radius of 60 meters, starting on the same radial line as Odell. How many times after the start do they pass each other? (A) 29 (B) 42 (C) 45 (D) 47 (E) 50",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
2006,AMC 10,A,16,2006 AMC 10A Problem 16,"A circle of radius 1 is tangent to a circle of radius 2. The sides of △ABC are tangent to the circles as shown, and the sides AB and AC are congruent. What is the area of △ABC? A 1",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,题面包含图形
2006,AMC 10,A,17,2006 AMC 10A Problem 17,"In rectangle ADEH, points B and C trisect AD, and points G and F trisect HE. In addition, AH = AC = 2. What is the area of quadrilateral W XY Z shown in the figure? A B C D W Z X Y H G F E √ √ √ √ (A) 1 (B) 2 (C) 3 (D) 2 2 (E) 2 3 2 2 2 3 3",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,题面包含图形
2006,AMC 10,A,18,2006 AMC 10A Problem 18,"A license plate in a certain state consists of 4 digits, not necessarily distinct, and 2 letters, also not necessarily distinct. These six characters may appear in any order, except that the two letters must appear next to each other. How many distinct license plates are possible? (A) 104 · 262 (B) 103 · 263 (C) 5 · 104 · 262 (D) 102 · 264 (E) 5 · 103 · 263",,组合数学,递推与序列计数,递推;序列,建立状态递推或寻找周期规律计数。,
2006,AMC 10,A,19,2006 AMC 10A Problem 19,How many non-similar triangle have angles whose degree measures are distinct positive inte- gers in arithmetic progression? (A) 0 (B) 1 (C) 59 (D) 89 (E) 178,,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
2006,AMC 10,A,20,2006 AMC 10A Problem 20,"Six distinct positive integers are randomly chosen between 1 and 2006, inclusive. What is the probability that some pair of these integers has a difference that is a multiple of 5? (A) 1 (B) 3 (C) 2 (D) 4 (E) 1 2 5 3 5",,概率与统计,组合概率,概率;计数,分别计数有利情况与总情况，再化为概率。,
2006,AMC 10,A,21,2006 AMC 10A Problem 21,How many four-digit positive integers have at least one digit that is a 2 or a 3? (A) 2439 (B) 4096 (C) 4903 (D) 4904 (E) 5416,,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2006,AMC 10,A,22,2006 AMC 10A Problem 22,"Two farmers agree that pigs are worth $300 and that goats are worth $210. When one farmer owes the other money, he pays the debt in pigs or goats, with “change” received in the form of goats or pigs as necessary. (For example, a $390 debt could be paid with two pigs, with one goat received in change.) What is the amount of the smallest positive debt that can be resolved in this way? (A) $5 (B) $10 (C) $30 (D) $90 (E) $210",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2006,AMC 10,A,23,2006 AMC 10A Problem 23,"Circles with centers A and B have radii 3 and 8, respectively. A common internal tangent inter- sects the circles at C and D, respectively. Lines AB and CD intersect at E, and AE = 5. What is CD? D A B E C √ √ (A) 13 (B) 44 (C) 221 (D) 255 (E) 55 3 3",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
