year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2013,AMC 12,A,1,2013 AMC 12A Problem 1,"Square ABCD has side length 10. Point E is on BC, and the area of △ABE is 40. What is BE? (A) 4 (B) 5 (C) 6 (D) 7 (E) 8 B E C A D",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
2013,AMC 12,A,2,2013 AMC 12A Problem 2,"A softball team played ten games, scoring 1, 2, 3, 4, 5, 6, 7, 8, 9, and 10 runs. They lost by one run in exactly five games. In each of the other games, they scored twice as many runs as their opponent. How many total runs did their opponents score? (A) 35 (B) 40 (C) 45 (D) 50 (E) 55",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2013,AMC 12,A,3,2013 AMC 12A Problem 3,"A flower bouquet contains pink roses, red roses, pink carnations, and red carnations. One third of the pink flowers are roses, three fourths of the red flowers are carnations, and six tenths of the flowers are pink. What percent of the flowers are carnations? (A) 15 (B) 30 (C) 40 (D) 60 (E) 70",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2013,AMC 12,A,4,2013 AMC 12A Problem 4,What is the value of 22014 + 22012 ? 22014 − 22012 (A) − 1 (B) 1 (C) 5 (D) 2013 (E) 24024 3,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2013,AMC 12,A,5,2013 AMC 12A Problem 5,"Tom, Dorothy, and Sammy went on a vacation and agreed to split the costs evenly. During their trip Tom paid $105, Dorothy paid $125, and Sammy paid $175. In order to share the costs equally, Tom gave Sammy t dollars, and Dorothy gave Sammy d dollars. What is t − d? (A) 15 (B) 20 (C) 25 (D) 30 (E) 35",,代数,三角恒等式,三角函数;恒等式,用三角恒等式、角度关系或特殊角化简。,
2013,AMC 12,A,6,2013 AMC 12A Problem 6,"In a recent basketball game, Shenille attempted only three-point shots and two-point shots. She was successful on 20% of her three-point shots and 30% of her two-point shots. Shenille attempted 30 shots. How many points did she score? (A) 12 (B) 18 (C) 24 (D) 30 (E) 36",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2013,AMC 12,A,7,2013 AMC 12A Problem 7,"The sequence S , S , S , · · · , S has the property that every term beginning with the third is the 1 2 3 10 sum of the previous two. That is, S = S + S for n ≥ 3. n n−2 n−1 Suppose that S = 110 and S = 42. What is S ? 9 7 4 (A) 4 (B) 6 (C) 10 (D) 12 (E) 16",,代数,数列与递推,数列;递推,从递推式或数列结构中找显式式、周期或求和规律。,
2013,AMC 12,A,8,2013 AMC 12A Problem 8,"Given that x and y are distinct nonzero real numbers such that x + 2 = y + 2 , what is xy? x y (A) 1 (B) 1 (C) 1 (D) 2 (E) 4 4 2",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,
2013,AMC 12,A,9,2013 AMC 12A Problem 9,"In △ABC, AB = AC = 28 and BC = 20. Points D, E, and F are on sides AB, BC, and AC, respectively, such that DE and EF are parallel to AC and AB, respectively. What is the perimeter of parallelogram ADEF ? A D F B E C (A) 48 (B) 52 (C) 56 (D) 60 (E) 72",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,
2013,AMC 12,A,10,2013 AMC 12A Problem 10,"Let S be the set of positive integers n for which 1 has the repeating decimal representation n 0.ab = 0.ababab · · · , with a and b different digits. What is the sum of the elements of S? (A) 11 (B) 44 (C) 110 (D) 143 (E) 155",,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
