year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2007,AMC 10,A,11,2007 AMC 10A Problem 11,The numbers from 1 to 8 are placed at the vertices of a cube in such a manner that the sum of the four numbers on each face is the same. What is this common sum? (A) 14 (B) 16 (C) 18 (D) 20 (E) 24,,几何,空间几何,空间几何;体积,用截面、相似、体积或空间距离关系建模。,
2007,AMC 10,A,12,2007 AMC 10A Problem 12,"Two tour guides are leading six tourists. The guides decide to split up. Each tourist must choose one of the guides, but with the stipulation that each guide must take at least one tourist. How many different groupings of guides and tourists are possible? (A) 56 (B) 58 (C) 60 (D) 62 (E) 64",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2007,AMC 10,A,13,2007 AMC 10A Problem 13,"Yan is somewhere between his home and the stadium. To get to the stadium he can walk directly to the stadium, or else he can walk home and then ride his bicycle to the stadium. He rides 7 times as fast as he walks, and both choices require the same amount of time. What is the ratio of Yan’s distance from his home to his distance from the stadium? (A) 2 (B) 3 (C) 4 (D) 5 (E) 6 3 4 5 6 7",,代数,三角恒等式,三角函数;恒等式,用三角恒等式、角度关系或特殊角化简。,
2007,AMC 10,A,14,2007 AMC 10A Problem 14,A triangle with side lengths in the ratio 3 : 4 : 5 is inscribed in a circle of radius 3. What is the area of the triangle? (A) 8.64 (B) 12 (C) 5π (D) 17.28 (E) 18,,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
2007,AMC 10,A,15,2007 AMC 10A Problem 15,"Four circles of radius 1 are each tangent to two sides of a square and externally tangent to a circle of radius 2, as shown. What is the area of the square? 1 2 √ √ √ (A) 32 (B) 22 + 12 2 (C) 16 + 16 3 (D) 48 (E) 36 + 16 2",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,题面包含图形
2007,AMC 10,A,16,2007 AMC 10A Problem 16,"Integers a, b, c, and d, not necessarily distinct, are chosen independently and at random from 0 to 2007, inclusive. What is the probability that ad − bc is even? (A) 3 (B) 7 (C) 1 (D) 9 (E) 5 8 16 2 16 8",,概率与统计,独立性,独立事件;概率,把事件关系转化为计数或比例条件。,
2007,AMC 10,A,17,2007 AMC 10A Problem 17,Suppose that m and n are positive integers such that 75m = n3. What is the minimum possible value of m + n? (A) 15 (B) 30 (C) 50 (D) 60 (E) 5700,,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
2007,AMC 10,A,18,2007 AMC 10A Problem 18,"Consider the 12-sided polygon ABCDEF GHIJ KL, as shown. Each of its sides has length 4, and each two consecutive sides form a right angle. Suppose that AG and CH meet at M . What is the area of quadrilateral ABCM ? A B K L C D M J I F E H G (A) 44 (B) 16 (C) 88 (D) 20 (E) 62 3 5 3",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,题面包含图形
2007,AMC 10,A,19,2007 AMC 10A Problem 19,"A paint brush is swept along both diagonals of a square to produce the symmetric painted area, as shown. Half the area of the square is painted. What is the ratio of the side length of the square to the brush width? √ √ √ √ √ (A) 2 2 + 1 (B) 3 2 (C) 2 2 + 2 (D) 3 2 + 1 (E) 3 2 + 2",,几何,面积与相似,面积;比例,抓住面积比例、相似关系或周长约束建立方程。,题面包含图形
2007,AMC 10,A,20,2007 AMC 10A Problem 20,Suppose that the number a satisfies the equation 4 = a + a−1. What is the value of a4 + a−4? (A) 164 (B) 172 (C) 192 (D) 194 (E) 212,,代数,方程与不等式,方程;不等式,将题设转化为方程组或不等式并求解。,
2007,AMC 10,A,21,2007 AMC 10A Problem 21,A sphere is inscribed in a cube that has a surface area of 24 square meters. A second cube is then inscribed within the sphere. What is the surface area in square meters of the inner cube? (A) 3 (B) 6 (C) 8 (D) 9 (E) 12,,几何,空间几何,空间几何;体积,用截面、相似、体积或空间距离关系建模。,
2007,AMC 10,A,22,2007 AMC 10A Problem 22,"A finite sequence of three-digit integers has the property that the tens and units digits of each terms are, respectively, the hundreds and tens digits of the next term, and the tens and units dig- its of the last term are, respectively, the hundreds and tens digits of the first term. For example, such a sequence might begin with terms 247, 475, and 756 and end with the term 824. Let S be the sum of all the terms in the sequence. What is the largest prime number that always divides S? (A) 3 (B) 7 (C) 13 (D) 37 (E) 43",,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2007,AMC 10,A,23,2007 AMC 10A Problem 23,"How many ordered pairs (m, n) of positive integers, with m > n, have the property that their squares differ by 96? (A) 3 (B) 4 (C) 6 (D) 9 (E) 12",,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,
2007,AMC 10,A,24,2007 AMC 10A Problem 24,"Circles centered at A and B each have radius 2, as shown. Point O is the midpoint of AB, and √ OA = 2 2. Segments OC and OD are tangent to the circles centered at A and B, respectively, and EF is a common tangent. What is the area of the shaded region ECODF ? E F C D A B O 2 2 √ √ √ √ √ (A) 8 2 (B) 8 2 − 4 − π (C) 4 2 (D) 4 2 + π (E) 8 2 − 2 − π 3 8 2",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,题面包含图形
2007,AMC 10,A,25,2007 AMC 10A Problem 25,"For each positive integer n, let S(n) denote the sum of the digits of n. For how many values of n is n + S(n) + S(S(n)) = 2007? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2007,AMC 10,B,1,2007 AMC 10B Problem 1,"Isabella’s house has 3 bedrooms. Each bedroom is 12 feet long, 10 feet wide, and 8 feet high. Isabella must paint the walls of all the bedrooms. Doorways and windows, which will not be painted, occupy 60 square feet in each bedroom. How many square feet of walls must be painted? (A) 678 (B) 768 (C) 786 (D) 867 (E) 876",,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,
2007,AMC 10,B,2,2007 AMC 10B Problem 2,Define the operation ⋆ by a ⋆ b = (a + b)b. What is (3 ⋆ 5) − (5 ⋆ 3)? (A) − 16 (B) − 8 (C) 0 (D) 8 (E) 16,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2007,AMC 10,B,3,2007 AMC 10B Problem 3,"A college student drove his compact car 120 miles home for the weekend and averaged 30 miles per gallon. On the return trip the student drove his parents’ SUV and averaged only 20 miles per gallon. What was the average gas mileage, in miles per gallon, for the round trip? (A) 22 (B) 24 (C) 25 (D) 26 (E) 28",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2007,AMC 10,B,4,2007 AMC 10B Problem 4,"The point O is the center of the circle circumscribed about △ABC, with ∠BOC = 120◦ and ∠AOB = 140◦, as shown. What is the degree measure of ∠ABC? B 140◦ 120◦ O A C (A) 35 (B) 40 (C) 45 (D) 50 (E) 60",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,题面包含图形
2007,AMC 10,B,5,2007 AMC 10B Problem 5,"In a certain land, all Arogs are Brafs, all Crups are Brafs, all Dramps are Arogs, and all Crups are Dramps. Which of the following statements is implied by these facts? (A) All Dramps are Brafs and are Crups. (B) All Brafs are Crups and are Dramps. (C) All Arogs are Crups and are Dramps. (D) All Crups are Arogs and are Brafs. (E) All Arogs are Dramps and some Arogs may not be Crups.",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2007,AMC 10,B,6,2007 AMC 10B Problem 6,"The 2007 AMC 10 will be scored by awarding 6 points for each correct response, 0 points for each incorrect response, and 1.5 points for each problem left unanswered. After looking over the 25 problems, Sarah has decided to attempt the first 22 and leave only the last 3 unanswered. How many of the first 22 problems must she solve correctly in order to score at least 100 points? (A) 13 (B) 14 (C) 15 (D) 16 (E) 17",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2007,AMC 10,B,7,2007 AMC 10B Problem 7,"All sides of the convex pentagon ABCDE are of equal length, and ∠A = ∠B = 90◦. What is the degree measure of ∠E? (A) 90 (B) 108 (C) 120 (D) 144 (E) 150",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2007,AMC 10,B,8,2007 AMC 10B Problem 8,"On the trip home from the meeting where this AMC10 was constructed, the Contest Chair noted that his airport parking receipt had digits of the form bbcac, where 0 ≤ a < b < c ≤ 9, and b was the average of a and c. How many different five-digit numbers satisfy all these properties? (A) 12 (B) 16 (C) 18 (D) 20 (E) 24",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2007,AMC 10,B,9,2007 AMC 10B Problem 9,"A cryptographic code is designed as follows. The first time a letter appears in a given message it is replaced by the letter that is 1 place to its right in the alphabet (assuming that the letter A is one place to the right of the letter Z). The second time this same letter appears in the given message, it is replaced by the letter that is 1 + 2 places to the right, the third time it is replaced by the letter that is 1 + 2 + 3 places to the right, and so on. For example, with this code the word ”banana” becomes ”cbodqg”. What letter will replace the last letter s in the message ”Lee’s sis is a Mississippi miss, Chriss!”? (A) g (B) h (C) o (D) s (E) t",,代数,函数与图像,函数;图像,分析函数图像、对称、交点或极值条件。,自动分类依据较弱，按代数主线暂归类
2007,AMC 10,B,10,2007 AMC 10B Problem 10,Two points B and C are in a plane. Let S be the set of all points A in the plane for which △ABC has area 1. Which of the following describes S? (A) two parallel lines (B) a parabola (C) a circle (D) a line segment (E) two points,,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
2007,AMC 10,B,11,2007 AMC 10B Problem 11,A circle passes through the three vertices of an isosceles triangle that has two sides of length 3 and a base of length 2. What is the area of this circle? (A) 2π (B) 5 π (C) 81 π (D) 3π (E) 7 π 2 32 2,,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
2007,AMC 10,B,12,2007 AMC 10B Problem 12,"Tom’s age is T years, which is also the sum of the ages of his three children. His age N years ago was twice the sum of their ages then. What is T ? N (A) 2 (B) 3 (C) 4 (D) 5 (E) 6",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2007,AMC 10,B,13,2007 AMC 10B Problem 13,"Two circles of radius 2 are centered at (2, 0) and at (0, 2). What is the area of the intersection of the interiors of the two circles? √ (A) π − 2 (B) π (C) π 3 (D) 2(π − 2) (E) π 2 3",,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,
2007,AMC 10,B,14,2007 AMC 10B Problem 14,"Some boys and girls are having a car wash to raise money for a class trip to China. Initially 40% of the group are girls. Shortly thereafter two girls leave and two boys arrive, and then 30% of the group are girls. How many girls were initially in the group? (A) 4 (B) 6 (C) 8 (D) 10 (E) 12",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2007,AMC 10,B,15,2007 AMC 10B Problem 15,"The angles of quadrilateral ABCD satisfy ∠A = 2∠B = 3∠C = 4∠D. What is the degree measure of ∠A, rounded to the nearest whole number? (A) 125 (B) 144 (C) 153 (D) 173 (E) 180",,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,
2007,AMC 10,B,16,2007 AMC 10B Problem 16,"A teacher gave a test to a class in which 10% of the students are juniors and 90% are seniors. The average score on the test was 84. The juniors all received the same score, and the average score of the seniors was 83. What score did each of the juniors receive on the test? (A) 85 (B) 88 (C) 93 (D) 94 (E) 98",,概率与统计,平均数与数据集,平均数;数据,把平均数、总和或中位数条件转化为代数约束。,
2007,AMC 10,B,17,2007 AMC 10B Problem 17,"Point P is inside equilateral △ABC. Points Q, R and S are the feet of the perpendiculars from P to AB, BC, and CA, respectively. Given that P Q = 1, P R = 2, and P S = 3, what is AB? √ √ (A) 4 (B) 3 3 (C) 6 (D) 4 3 (E) 9",,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2007,AMC 10,B,18,2007 AMC 10B Problem 18,A circle of radius 1 is surrounded by 4 circles of radius r as shown. What is r? r r 1 r r √ √ √ √ (A) 2 (B) 1 + 2 (C) 6 (D) 3 (E) 2 + 2,,几何,圆与曲线,圆;曲线,利用圆、切线、曲线方程或几何约束求关键量。,题面包含图形
2007,AMC 10,B,19,2007 AMC 10B Problem 19,"The wheel shown is spun twice, and the randomly determined numbers opposite the pointer are recorded. The first number is divided by 4, and the second number is divided by 5. The first re- mainder designates a column, and the second remainder designates a row on the checkerboard shown. What is the probability that the pair of numbers designates a shaded square? 4 6 1",,概率与统计,几何概率,几何概率;面积,将随机位置参数化，用面积或长度比例计算概率。,题面包含图形
2007,AMC 10,B,20,2007 AMC 10B Problem 20,A set of 25 square blocks is arranged into a 5 × 5 square. How many different combinations of 3 blocks can be selected from that set so that no two are in the same row or column? (A) 100 (B) 125 (C) 600 (D) 2300 (E) 3600,,组合数学,排列组合,排列组合;计数,用分组、排列组合或容斥完成计数。,
2007,AMC 10,B,21,2007 AMC 10B Problem 21,"Right △ABC has AB = 3, BC = 4, and AC = 5. Square XY ZW is inscribed in △ABC with X and Y on AC, W on AB, and Z on BC. What is the side length of the square? B W Z A X Y C (A) 3 (B) 60 (C) 12 (D) 23 (E) 2 2 37 7 13",,几何,三角形,三角形;角度,运用三角形边角关系、三角函数或面积公式。,
2007,AMC 10,B,22,2007 AMC 10B Problem 22,"A player chooses one of the numbers 1 through 4. After the choice has been made, two regular four-sided (tetrahedral) dice are rolled, with the sides of the dice numbered 1 through 4. If the number chosen appears on the bottom of exactly one die after it is rolled, then the player wins $1. If the number chosen appears on the bottom of both of the dice, then the player wins $2. If the number chosen does not appear on the bottom of either of the dice, the player loses $1. What is the expected return to the player, in dollars, for one roll of the dice? (A) − 1 (B) − 1 (C) 0 (D) 1 (E) 1 8 16 16 8",,概率与统计,组合概率,概率;计数,分别计数有利情况与总情况，再化为概率。,
2007,AMC 10,B,23,2007 AMC 10B Problem 23,A pyramid with a square base is cut by a plane that is parallel to its base and is 2 units from the base. The surface area of the smaller pyramid that is cut from the top is half the surface area of the original pyramid. What is the altitude of the original pyramid? √ √ √ (A) 2 (B) 2 + 2 (C) 1 + 2 2 (D) 4 (E) 4 + 2 2,,几何,空间几何,空间几何;体积,用截面、相似、体积或空间距离关系建模。,
2007,AMC 10,B,24,2007 AMC 10B Problem 24,"Let n denote the smallest positive integer that is divisible by both 4 and 9, and whose base-10 representation consists of only 4’s and 9’s, with at least one of each. What are the last four digits of n? (A) 4444 (B) 4494 (C) 4944 (D) 9444 (E) 9944",,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2007,AMC 10,B,25,2007 AMC 10B Problem 25,"How many pairs of positive integers (a, b) are there such that gcd(a, b) = 1 and a 14b + b 9a is an integer? (A) 4 (B) 6 (C) 9 (D) 12 (E) infinitely many –",,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
