year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2016,AMC 8,,1,2016 AMC 8 Problem 1,The longest professional tennis match lasted a total of 11 hours and 5 minutes. How many minutes is that? (A) 605 (B) 655 (C) 665 (D) 1005 (E) 1105,C,算术与数感,单位换算,单位换算;AMC 8,先统一单位，再进行数量计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,2,2016 AMC 8 Problem 2,"In rectangle ABCD, AB=6 and AD=8. Point M is the midpoint of AD. What is the area of triangle AMC? [图形] (A) 12 (B) 15 (C) 18 (D) 20 (E) 24",A,几何与测量,面积,面积;三角形;矩形,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,3,2016 AMC 8 Problem 3,"Four students take an exam. Three of their scores are 70, 80, and 90. If the average of their four scores is 70, then what is the remaining score? (A) 40 (B) 50 (C) 55 (D) 60 (E) 70",A,概率与统计,平均数,平均数;AMC 8,利用总和等于平均数乘数据个数建立关系。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,4,2016 AMC 8 Problem 4,"When Cheenu was a boy, he could run 15 miles in 3 hours and 30 minutes. As an old man, he can now walk 10 miles in 4 hours. How many minutes longer does it take for him to travel a mile now compared to when he was a boy? (A) 6 (B) 10 (C) 15 (D) 18 (E) 30",B,算术与数感,应用题,应用题;AMC 8,提取数量、速度、时间或费用关系并分步计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,5,2016 AMC 8 Problem 5,"The number N is a two-digit number. • When N is divided by 9, the remainder is 1. • When N is divided by 10, the remainder is 3. What is the remainder when N is divided by 11? (A) 0 (B) 2 (C) 4 (D) 5 (E) 7",E,数论,余数,余数;数字,在适当模数下计算并利用余数周期。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,6,2016 AMC 8 Problem 6,The following bar graph represents the length (in letters) of the names of 19 people. What is the median length of these names? [图形] (A) 3 (B) 4 (C) 5 (D) 6 (E) 7,B,概率与统计,中位数,中位数;图表,先排序并确定中间位置，再结合其他统计量约束。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,7,2016 AMC 8 Problem 7,Which of the following numbers is not a perfect square? (A) 1^2016 (B) 2^2017 (C) 3^2018 (D) 4^2019 (E) 5^2020,B,数论,因数与倍数,因数与倍数;正方形,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,8,2016 AMC 8 Problem 8,Find the value of the expression: 100-98+96-94+92-90+...+8-6+4-2. (A) 20 (B) 40 (C) 50 (D) 80 (E) 100,C,算术与数感,四则运算,四则运算;AMC 8,按运算顺序化简数值表达式，并用选项回代核对。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,9,2016 AMC 8 Problem 9,What is the sum of the distinct prime integer divisors of 2016? (A) 9 (B) 12 (C) 16 (D) 49 (E) 63,B,数论,质数,质数;AMC 8,用质数定义和质因数分解排除合数情形。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,10,2016 AMC 8 Problem 10,Suppose that a * b means 3a-b. What is the value of x if 2 * (5 * x)=1 (A) (1)/(10) (B) 2 (C) (10)/(3) (D) 10 (E) 14,D,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,11,2016 AMC 8 Problem 11,"Determine how many two-digit numbers satisfy the following property: when the number is added to the number obtained by reversing its digits, the sum is 132. (A) 5 (B) 7 (C) 9 (D) 11 (E) 12",B,数论,数字问题,数字问题;数字,按位值、数字和或末位条件分析整数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,12,2016 AMC 8 Problem 12,Jefferson Middle School has the same number of boys and girls. (3)/(4) of the girls and (2)/(3) of the boys went on a field trip. What fraction of the students on the field trip were girls? (A) (1)/(2) (B) (9)/(17) (C) (7)/(13) (D) (2)/(3) (E) (14)/(15),B,算术与数感,比例,比例;AMC 8,设共同份数或比例参数，将各数量写成同一参数的倍数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,13,2016 AMC 8 Problem 13,"Two different numbers are randomly selected from the set - 2, -1, 0, 3, 4, 5 and multiplied together. What is the probability that the product is 0? (A) (1)/(6) (B) (1)/(5) (C) (1)/(4) (D) (1)/(3) (E) (1)/(2)",D,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,14,2016 AMC 8 Problem 14,"Karl's car uses a gallon of gas every 35 miles, and his gas tank holds 14 gallons when it is full. One day, Karl started with a full tank of gas, drove 350 miles, bought 8 gallons of gas, and continued driving to his destination. When he arrived, his gas tank was half full. How many miles did Karl drive that day? (A) 525 (B) 560 (C) 595 (D) 665 (E) 735",A,算术与数感,应用题,应用题;AMC 8,提取数量、速度、时间或费用关系并分步计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,15,2016 AMC 8 Problem 15,What is the largest power of 2 that is a divisor of 13^4 - 11^4? (A) 8 (B) 16 (C) 32 (D) 64 (E) 128,C,数论,因数与倍数,因数与倍数;AMC 8,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,16,2016 AMC 8 Problem 16,"Annie and Bonnie are running laps around a 400 -meter oval track. They started at the same time, at the same place, but Annie has pulled ahead because she runs 25% faster than Bonnie. How many laps will Annie have run when she first passes Bonnie? (A) 1(1)/(4) (B) 3(1)/(3) (C) 4 (D) 5 (E) 25",D,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,17,2016 AMC 8 Problem 17,"An ATM password at Fred's Bank is composed of four digits from 0 to 9, with repeated digits allowable. If no password may begin with the sequence 9,1,1, then how many passwords are possible? (A) 30 (B) 7290 (C) 9000 (D) 9990 (E) 9999",D,组合数学,计数,计数;数字;数列,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,18,2016 AMC 8 Problem 18,"In an All-Area track meet, 216 sprinters enter a 100- meter dash competition. The track has 6 lanes, so only 6 sprinters can compete at a time. At the end of each race, the five non-winners are eliminated, and the winner will compete again in a later race. How many races are needed to determine the champion sprinter? (A) 36 (B) 42 (C) 43 (D) 60 (E) 72",C,组合数学,计数,计数;面积,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2016,AMC 8,,19,2016 AMC 8 Problem 19,"The sum of 25 consecutive even integers is 10,000. What is the largest of these 25 consecutive integers? (A) 360 (B) 388 (C) 412 (D) 416 (E) 424",E,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
