year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2024,AMC 10,A,1,2024 AMC 10A Problem 1,What is the value of 9901 101 99 10101? · − · (A) 2 (B) 20 (C) 21 (D) 200 (E) 2020,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2024,AMC 10,A,2,2024 AMC 10A Problem 2,"A model used to estimate the time it will take to hike to the top of the mountain on a trail is of the form T = aL + bG, where a and b are constants, T is the time in minutes, L is the length of the trail in miles, and G is the altitude gain in feet. The model estimates that it will take 69 minutes to hike to the top if a trail is 1.5 miles long and ascends 800 feet, as well as if a trail is 1.2 miles long and ascends 1100 feet. How many minutes does the model estimate it will take to hike to the top if the trail is 4.2 miles long and ascends 4000 feet? (A) 240 (B) 246 (C) 252 (D) 258 (E) 264",,数论,整除与同余,同余;余数,把条件转化为同余或余数分类讨论。,
2024,AMC 10,A,3,2024 AMC 10A Problem 3,What is the sum of the digits of the smallest prime that can be written as a sum of 5 distinct primes? (A) 5 (B) 7 (C) 9 (D) 10 (E) 11,,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2024,AMC 10,A,4,2024 AMC 10A Problem 4,The number 2024 is written as the sum of not necessarily distinct two-digit numbers. What is the least number of two-digit numbers needed to write this sum? (A) 20 (B) 21 (C) 22 (D) 23 (E) 24,,数论,进制与数字,数字;进制,分析数字、位值或进制表示带来的整数约束。,
2024,AMC 10,A,5,2024 AMC 10A Problem 5,What is the least value of n such that n! is a multiple of 2024? (A) 11 (B) 21 (C) 22 (D) 23 (E) 253,,代数,运算与化简,代数;化简,通过代数化简、配对或基本运算降低计算量。,自动分类依据较弱，按代数主线暂归类
2024,AMC 10,A,6,2024 AMC 10A Problem 6,"What is the minimum number of successive swaps of adjacent letters in the string ABCDEF that are needed to change the string to FEDCBA? (For example, 3 swaps are required to change ABC to CBA; one such sequence of swaps is ABC BAC BCA CBA.) → → → (A) 6 (B) 10 (C) 12 (D) 15 (E) 24",,组合数学,递推与序列计数,递推;序列,建立状态递推或寻找周期规律计数。,
2024,AMC 10,A,7,2024 AMC 10A Problem 7,The product of three integers is 60. What is the least possible positive sum of the three integers? (A) 2 (B) 3 (C) 5 (D) 6 (E) 13,,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
2024,AMC 10,A,8,2024 AMC 10A Problem 8,"Amy, Bomani, Charlie, and Daria work in a chocolate factory. On Monday Amy, Bomani, and Charlie started working at 1:00 PM and were able to pack 4, 3, and 3 packages, respectively, every 3 minutes. At some later time, Daria joined the group, and Daria was able to pack 5 packages every 4 minutes. Together, they finished packing 450 packages at exactly 2:45 PM. At what time did Daria join the group? (A) 1:25 PM (B) 1:35 PM (C) 1:45 PM (D) 1:55 PM (E) 2:05 PM",,数论,质因数与整除,质因数;整除,分解质因数并检查整除条件。,
2024,AMC 10,A,9,2024 AMC 10A Problem 9,In how many ways can 6 juniors and 6 seniors form 3 disjoint teams of 4 people so that each team has 2 juniors and 2 seniors? (A) 720 (B) 1350 (C) 2700 (D) 3280 (E) 8100,,组合数学,排列组合,排列组合;计数,用分组、排列组合或容斥完成计数。,
2024,AMC 10,A,10,2024 AMC 10A Problem 10,"Consider the following operation. Given a positive integer n, if n is a multiple of 3, then you n replace n by . If n is not a multiple of 3, then you replace n by n + 10. Then continue this 3 process. For example, beginning with n = 4, this procedure gives 4 14 24 8 18 → → → → → 6 2 12 . Suppose you start with n = 100. What value results if you perform this → → → · · · operation exactly 100 times? (A) 10 (B) 20 (C) 30 (D) 40 (E) 50",,数论,整数构造,整数;构造,用整数范围、构造和极值条件筛选可能值。,
